JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 22836.000,   545.879,   316.510,     7.900,     0.006,     0.000,     0.000,     0.250,   140.950,  1643.600,     1.000,     0.000,    10.569,  -221.626,     0.000,   378.109,   435.670,   173.600,    -9.535,     0.000,         0.000,
 22837.000,   621.544,   316.299,     7.904,     0.006,     0.000,     0.000,     0.250,   140.739,  1643.600,     1.000,     0.000,    10.613,  -218.462,     0.000,   380.385,   437.699,   170.274,    -9.126,     0.000,         0.000,
 22838.000,   540.825,   316.085,     7.912,     0.006,     0.000,     0.000,     0.250,   140.525,  1643.600,     1.000,     0.000,    10.680,  -204.825,     0.000,   397.340,   439.610,   179.740,   -17.185,     0.000,         0.000,
 22839.000,   518.881,   315.867,     7.907,     0.006,     0.000,     0.000,     0.250,   140.307,  1643.600,     1.000,     0.000,    10.729,  -212.509,     0.000,   399.827,   441.042,   188.937,   -17.642,     0.000,         0.000,
 22840.000,   535.007,   315.633,     7.902,     0.006,     0.000,     0.000,     0.250,   140.073,  1643.600,     1.000,     0.000,    10.749,  -209.880,     0.000,   396.637,   441.586,   180.479,   -15.549,     0.000,         0.000,
 22841.000,   669.802,   315.394,     7.916,     0.006,     0.000,     0.000,     0.250,   139.834,  1643.600,     1.000,     0.000,    10.777,  -258.844,     0.000,   371.440,   441.292,   190.419,    -1.427,     0.000,         0.000,
 22842.000,   690.153,   315.158,     7.941,     0.005,     0.000,     0.000,     0.250,   139.598,  1643.600,     1.000,     0.000,    10.825,  -234.789,     0.000,   371.381,   441.193,   166.337,    -1.360,     0.000,         0.000,
 22843.000,   421.267,   314.910,     7.951,     0.005,     0.000,     0.000,     0.250,   139.350,  1621.700,     1.000,     0.000,    10.818,  -269.031,     0.000,   370.292,   440.533,   200.025,    -1.234,     0.000,         0.000,
 22844.000,   514.830,   314.656,     8.001,     0.006,     0.000,     0.000,     0.250,   139.096,  1621.700,     1.000,     0.000,    10.860,  -329.129,     0.000,   330.051,   437.937,   186.846,    34.398,     0.000,         0.000,
 22845.000,   542.223,   314.410,     7.993,     0.006,     0.000,     0.000,     0.250,   138.850,  1621.700,     1.000,     0.000,    10.872,  -290.580,     0.000,   322.534,   436.778,   145.234,    31.102,     0.000,         0.000,
 22846.000,   171.177,   314.176,     8.010,     0.006,     0.000,     0.000,     0.250,   138.616,  1621.700,     1.000,     0.000,    10.909,  -273.319,     0.000,   335.023,   436.613,   154.068,    17.661,     0.000,         0.000,
 22847.000,   628.417,   313.962,     8.115,     0.005,     0.000,     0.000,     0.250,   138.402,  1621.700,     1.000,     0.000,    10.940,  -272.272,     0.000,   341.226,   436.504,   162.376,    14.618,     0.000,         0.000,
